                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.4028,                  3.016,                 1.8538,                0.39022,                0.26658,                0.21352,                0.13311,                 1.0565,                 4.2941,                 1.9375,             0.00010002,             0.00010002,             0.00010002
